==============================
MAPK@3 SCORE: 0.2390765095939903
church MAPK@3: 0.10569105691056911 common guesses: [('pear', 49), ('church', 41), ('wine bottle', 33)]
oven MAPK@3: 0.10430107526881718 common guesses: [('dishwasher', 76), ('washing machine', 63), ('oven', 59)]
sandwich MAPK@3: 0.10269360269360268 common guesses: [('sandwich', 31), ('tiger', 26), ('trombone', 22)]
lighthouse MAPK@3: 0.10027662517289072 common guesses: [('lighthouse', 34), ('palm tree', 31), ('microphone', 22)]
bench MAPK@3: 0.09844559585492228 common guesses: [('bench', 32), ('rifle', 28), ('table', 27)]
hockey puck MAPK@3: 0.09617486338797812 common guesses: [('hockey puck', 46), ('cloud', 45), ('van', 31)]
pizza MAPK@3: 0.09523809523809523 common guesses: [('soccer ball', 58), ('wheel', 56), ('basketball', 43)]
rabbit MAPK@3: 0.09513590844062945 common guesses: [('rabbit', 31), ('pineapple', 26), ('house plant', 21)]
duck MAPK@3: 0.09113300492610837 common guesses: [('duck', 28), ('cannon', 19), ('waterslide', 16)]
stethoscope MAPK@3: 0.09018759018759018 common guesses: [('stethoscope', 34), ('wine glass', 24), ('golf club', 23)]
bat MAPK@3: 0.08851224105461393 common guesses: [('bat', 29), ('crocodile', 27), ('speedboat', 19)]
trombone MAPK@3: 0.08724428399518651 common guesses: [('crocodile', 55), ('grass', 53), ('trombone', 43)]
castle MAPK@3: 0.08514492753623189 common guesses: [('castle', 22), ('envelope', 22), ('postcard', 20)]
cat MAPK@3: 0.08468468468468468 common guesses: [('cat', 23), ('alarm clock', 17), ('cow', 12)]
bed MAPK@3: 0.08284600389863547 common guesses: [('dumbbell', 32), ('bed', 22), ('rifle', 20)]
pond MAPK@3: 0.07741347905282331 common guesses: [('cloud', 50), ('keyboard', 45), ('pond', 33)]
bush MAPK@3: 0.07642725598526703 common guesses: [('cloud', 62), ('pillow', 44), ('bush', 31)]
toothbrush MAPK@3: 0.0748663101604278 common guesses: [('ocean', 52), ('grass', 34), ('toothbrush', 26)]
whale MAPK@3: 0.07428571428571429 common guesses: [('whale', 20), ('pickup truck', 20), ('bathtub', 16)]
binoculars MAPK@3: 0.07347670250896057 common guesses: [('binoculars', 23), ('hot dog', 19), ('eye', 19)]
blueberry MAPK@3: 0.07291666666666667 common guesses: [('circle', 45), ('clock', 44), ('blueberry', 32)]
train MAPK@3: 0.0720486111111111 common guesses: [('crocodile', 48), ('speedboat', 27), ('grass', 25)]
snake MAPK@3: 0.06830601092896176 common guesses: [('ocean', 41), ('grass', 29), ('canoe', 25)]
helicopter MAPK@3: 0.06527777777777778 common guesses: [('helicopter', 27), ('eye', 23), ('hedgehog', 20)]
monkey MAPK@3: 0.06510416666666667 common guesses: [('monkey', 20), ('broccoli', 17), ('harp', 17)]
rain MAPK@3: 0.06270627062706269 common guesses: [('knee', 36), ('stairs', 29), ('rain', 25)]
pig MAPK@3: 0.061904761904761914 common guesses: [('sheep', 34), ('rhinoceros', 31), ('pig', 25)]
animal migration MAPK@3: 0.06038647342995169 common guesses: [('ocean', 35), ('rifle', 29), ('line', 25)]
river MAPK@3: 0.06 common guesses: [('grass', 54), ('crocodile', 47), ('ocean', 46)]
flashlight MAPK@3: 0.0574074074074074 common guesses: [('crocodile', 83), ('speedboat', 54), ('grass', 47)]
squiggle MAPK@3: 0.05337078651685393 common guesses: [('ocean', 47), ('line', 32), ('rifle', 20)]
sea turtle MAPK@3: 0.05092592592592592 common guesses: [('sheep', 16), ('sea turtle', 16), ('sun', 15)]
boomerang MAPK@3: 0.05062305295950155 common guesses: [('rainbow', 39), ('swing set', 30), ('table', 27)]
screwdriver MAPK@3: 0.050476190476190466 common guesses: [('asparagus', 62), ('sword', 37), ('broom', 33)]
jail MAPK@3: 0.04907407407407407 common guesses: [('map', 38), ('microwave', 33), ('camera', 25)]
aircraft carrier MAPK@3: 0.04857142857142857 common guesses: [('speedboat', 33), ('grass', 25), ('crocodile', 22)]
hospital MAPK@3: 0.04847277556440902 common guesses: [('camera', 30), ('dishwasher', 28), ('suitcase', 27)]
elephant MAPK@3: 0.048245614035087724 common guesses: [('elephant', 15), ('couch', 15), ('hockey puck', 9)]
pliers MAPK@3: 0.047619047619047616 common guesses: [('The Eiffel Tower', 43), ('pliers', 24), ('ladder', 23)]
mosquito MAPK@3: 0.04684684684684684 common guesses: [('octopus', 16), ('mosquito', 14), ('speedboat', 14)]
paintbrush MAPK@3: 0.045670225385527875 common guesses: [('asparagus', 59), ('microphone', 57), ('tennis racquet', 51)]
toe MAPK@3: 0.04473304473304473 common guesses: [('bucket', 25), ('remote control', 20), ('streetlight', 18)]
roller coaster MAPK@3: 0.044186046511627906 common guesses: [('speedboat', 28), ('crocodile', 23), ('moustache', 21)]
ant MAPK@3: 0.04367201426024955 common guesses: [('trombone', 23), ('crocodile', 20), ('saw', 16)]
string bean MAPK@3: 0.042830540037243944 common guesses: [('baseball bat', 28), ('stairs', 22), ('asparagus', 22)]
backpack MAPK@3: 0.042328042328042326 common guesses: [('bracelet', 22), ('backpack', 16), ('picture frame', 14)]
arm MAPK@3: 0.04143646408839779 common guesses: [('eyeglasses', 16), ('hockey puck', 16), ('arm', 13)]
raccoon MAPK@3: 0.037243947858472994 common guesses: [('tiger', 27), ('zebra', 22), ('panda', 21)]
spoon MAPK@3: 0.03723404255319149 common guesses: [('baseball bat', 37), ('floor lamp', 31), ('fork', 25)]
zigzag MAPK@3: 0.03611111111111111 common guesses: [('ocean', 27), ('grass', 17), ('squiggle', 15)]
The Great Wall of China MAPK@3: 0.033333333333333326 common guesses: [('ocean', 66), ('grass', 57), ('rifle', 50)]
bird MAPK@3: 0.03083333333333333 common guesses: [('cannon', 19), ('eraser', 14), ('airplane', 12)]
piano MAPK@3: 0.03047619047619048 common guesses: [('crocodile', 23), ('school bus', 22), ('keyboard', 20)]
matches MAPK@3: 0.03009259259259259 common guesses: [('fork', 69), ('asparagus', 63), ('nail', 56)]
book MAPK@3: 0.029795158286778402 common guesses: [('postcard', 33), ('camera', 32), ('dishwasher', 30)]
dresser MAPK@3: 0.028828828828828822 common guesses: [('washing machine', 28), ('dishwasher', 24), ('spreadsheet', 23)]
parrot MAPK@3: 0.027577937649880094 common guesses: [('penguin', 20), ('ear', 20), ('skyscraper', 19)]
fence MAPK@3: 0.024914089347079036 common guesses: [('map', 19), ('crocodile', 18), ('jail', 17)]
dog MAPK@3: 0.024853801169590642 common guesses: [('cow', 27), ('horse', 22), ('sheep', 18)]
yoga MAPK@3: 0.023752969121140142 common guesses: [('fork', 37), ('asparagus', 35), ('sailboat', 31)]
pencil MAPK@3: 0.023679417122040077 common guesses: [('asparagus', 60), ('baseball bat', 40), ('candle', 38)]
steak MAPK@3: 0.02367941712204007 common guesses: [('cloud', 23), ('pillow', 16), ('bush', 15)]
garden MAPK@3: 0.023109243697478993 common guesses: [('speedboat', 26), ('hot dog', 21), ('beach', 18)]
watermelon MAPK@3: 0.022613065326633167 common guesses: [('sheep', 24), ('underwear', 20), ('rhinoceros', 17)]
pool MAPK@3: 0.01916666666666667 common guesses: [('keyboard', 52), ('cloud', 30), ('pond', 21)]
stop sign MAPK@3: 0.018518518518518517 common guesses: [('lollipop', 63), ('microphone', 52), ('flower', 30)]
frog MAPK@3: 0.01743375174337517 common guesses: [('sheep', 12), ('speedboat', 11), ('firetruck', 11)]
hot tub MAPK@3: 0.01574074074074074 common guesses: [('postcard', 27), ('crown', 16), ('envelope', 16)]
bear MAPK@3: 0.015676567656765672 common guesses: [('penguin', 16), ('alarm clock', 16), ('teddy-bear', 14)]
dragon MAPK@3: 0.014260249554367202 common guesses: [('speedboat', 26), ('crocodile', 25), ('grass', 18)]
telephone MAPK@3: 0.013888888888888888 common guesses: [('cell phone', 24), ('ear', 21), ('penguin', 16)]
diving board MAPK@3: 0.011877394636015325 common guesses: [('square', 42), ('table', 40), ('drill', 34)]
cooler MAPK@3: 0.011875511875511875 common guesses: [('postcard', 55), ('paint can', 52), ('door', 45)]
toothpaste MAPK@3: 0.01015228426395939 common guesses: [('saw', 38), ('crocodile', 22), ('keyboard', 18)]
peanut MAPK@3: 0.009649122807017543 common guesses: [('vase', 44), ('ear', 30), ('remote control', 25)]
marker MAPK@3: 0.00869867780097425 common guesses: [('candle', 111), ('lipstick', 93), ('baseball bat', 88)]
passport MAPK@3: 0.006666666666666667 common guesses: [('calculator', 47), ('map', 37), ('paint can', 36)]
syringe MAPK@3: 0.0065359477124183 common guesses: [('asparagus', 35), ('baseball bat', 30), ('candle', 28)]
drums MAPK@3: 0.006472491909385113 common guesses: [('crab', 14), ('hot dog', 12), ('zebra', 11)]
lobster MAPK@3: 0.006349206349206349 common guesses: [('palm tree', 17), ('crocodile', 15), ('tiger', 14)]
mermaid MAPK@3: 0.004920049200492005 common guesses: [('microphone', 36), ('traffic light', 24), ('paintbrush', 24)]
mouse MAPK@3: 0.0031094527363184077 common guesses: [('canoe', 34), ('moustache', 30), ('saw', 29)]
bread MAPK@3: 0.0027624309392265192 common guesses: [('keyboard', 30), ('door', 26), ('square', 25)]
peas MAPK@3: 0.0 common guesses: [('crocodile', 22), ('trombone', 19), ('speedboat', 15)]
sleeping bag MAPK@3: 0.0 common guesses: [('keyboard', 35), ('saw', 30), ('fish', 20)]
bottlecap MAPK@3: 0.0 common guesses: [('saw', 24), ('truck', 22), ('hockey puck', 21)]
knife MAPK@3: 0.0 common guesses: [('asparagus', 70), ('sword', 54), ('baseball bat', 37)]
clarinet MAPK@3: 0.0 common guesses: [('grass', 32), ('asparagus', 32), ('candle', 24)]
key MAPK@3: 0.0 common guesses: [('trumpet', 39), ('dumbbell', 31), ('rifle', 28)]
wristwatch MAPK@3: 0.0 common guesses: [('crocodile', 61), ('grass', 50), ('asparagus', 32)]
garden hose MAPK@3: 0.0 common guesses: [('rifle', 33), ('ocean', 33), ('line', 20)]
flip flops MAPK@3: 0.0 common guesses: [('remote control', 37), ('lighter', 21), ('dishwasher', 17)]
